Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,tissue,variety
SRR7279532,WGS,300,5829217500,PRJNA454805,SAMN09229688,Plant,3146240514,COMAV-UPV,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",not applicable,SRX4183259,Peru,South America,"Peru: Padre Abad\, Padre Abad",NextSeq 500,BGV007981,Esther3250_2015_10_12_BGV007981,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T02:53:00Z,1,BGV007981,SRP150040,leaf,cerasiforme
SRR7279533,WGS,300,2416698300,PRJNA454805,SAMN09229711,Plant,1279880760,COMAV-UPV,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",not applicable,SRX4183258,Costa Rica,North America,Costa Rica,NextSeq 500,BGV008218,Esther3250_2015_10_12_BGV008218,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T02:50:00Z,1,BGV008218,SRP150040,leaf,cerasiforme
SRR7279534,WGS,300,3510484800,PRJNA454805,SAMN09229707,Plant,1879082189,COMAV-UPV,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",not applicable,SRX4183257,Peru,South America,"Peru: Sandia\, Yanahuaya",NextSeq 500,BGV008106,Esther3250_2015_10_12_BGV008106,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T02:55:00Z,1,BGV008106,SRP150040,leaf,cerasiforme
SRR7279535,WGS,299,5775945400,PRJNA454805,SAMN09229607,Plant,2547523295,COMAV-UPV,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,SRX4183256,Peru,South America,"Peru: Morropon\, La Matanza",NextSeq 500,BGV006347,Esther052516_BGV006347,PAIRED,RANDOM PCR,GENOMIC,Solanum pimpinellifolium,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T02:54:00Z,1,BGV006347,SRP150040,leaf,
SRR7279536,WGS,300,2688583800,PRJNA454805,SAMN09229708,Plant,1412800972,COMAV-UPV,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",not applicable,SRX4183255,Peru,South America,"Peru: Manu\, Manu",NextSeq 500,BGV008108,Esther3250_2015_10_12_BGV008108,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T02:59:00Z,1,BGV008108,SRP150040,leaf,cerasiforme
SRR7279537,WGS,300,2391729300,PRJNA454805,SAMN09229710,Plant,1302491708,COMAV-UPV,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",not applicable,SRX4183254,Peru,South America,"Peru: Leoncio Prado\, Rupa-Rupa",NextSeq 500,BGV008189,Esther3250_2015_10_12_BGV008189,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T02:44:00Z,1,BGV008189,SRP150040,leaf,cerasiforme
SRR7279538,WGS,298,18124164826,PRJNA454805,SAMN09229677,Plant,8487965864,COMAV-UPV,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,SRX4183253,Mexico,North America,"Mexico: Aquismon\, Palo de Arco",NextSeq 500,BGV007910,Esther052516_BGV007910,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:31:00Z,1,BGV007910,SRP150040,leaf,cerasiforme
SRR7279539,WGS,300,11421945670,PRJNA454805,SAMN09229679,Plant,5031673515,COMAV-UPV,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,SRX4183252,Mexico,North America,"Mexico: Landa de Matamoros\, Rio Verdito",NextSeq 500,BGV007918,Esther052516_BGV007918,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:13:00Z,1,BGV007918,SRP150040,leaf,cerasiforme
SRR7279540,WGS,299,31708613601,PRJNA454805,SAMN09229721,Plant,14518674709,COMAV-UPV,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",not applicable,SRX4183251,Peru,South America,"Peru: La Mar\, Santa Rosa",NextSeq 500,BGV012613,Esther052516_BGV012613,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:46:00Z,1,BGV012613,SRP150040,leaf,cerasiforme
SRR7279541,WGS,299,12475266604,PRJNA454805,SAMN09229640,Plant,5321339602,COMAV-UPV,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",not applicable,SRX4183250,Ecuador,South America,"Ecuador: Banos\, Rio Verde",NextSeq 500,BGV007017,Esther052516_BGV007017,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:26:00Z,1,BGV007017,SRP150040,leaf,cerasiforme
SRR7279542,WGS,299,24893193329,PRJNA454805,SAMN09229703,Plant,11074344945,COMAV-UPV,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",not applicable,SRX4183249,Peru,South America,"Peru: Moyobamba\, Soritor",NextSeq 500,BGV008095,Esther052516_BGV008095,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T04:05:00Z,1,BGV008095,SRP150040,leaf,cerasiforme
SRR7279543,WGS,299,29626841373,PRJNA454805,SAMN09229722,Plant,13554218070,COMAV-UPV,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",not applicable,SRX4183248,Mexico,North America,Mexico,NextSeq 500,BGV012614,Esther052516_BGV012614,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T04:21:00Z,1,BGV012614,SRP150040,leaf,cerasiforme
SRR7279544,WGS,299,7742188398,PRJNA454805,SAMN09229619,Plant,3302861426,COMAV-UPV,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,SRX4183247,Ecuador,South America,"Ecuador: Tena\, Puerto Napo",NextSeq 500,BGV006779,Esther052516_BGV006779,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:01:00Z,1,BGV006779,SRP150040,leaf,cerasiforme
SRR7279545,WGS,300,17987353679,PRJNA454805,SAMN09229752,Plant,8723338473,COMAV-UPV,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",not applicable,SRX4183246,Ecuador,South America,Ecuador: From the market at Guayaquil,NextSeq 500,PI 129033,Esther030416_PI 129033,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:37:00Z,1,PI 129033,SRP150040,leaf,cerasiforme
SRR7279546,WGS,299,10587888963,PRJNA454805,SAMN09229721,Plant,4985760561,COMAV-UPV,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",not applicable,SRX4183245,Peru,South America,"Peru: La Mar\, Santa Rosa",NextSeq 500,BGV012613,Esther012116_BGV012613,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:30:00Z,1,BGV012613,SRP150040,leaf,cerasiforme
SRR7279547,WGS,299,21857282378,PRJNA454805,SAMN09229715,Plant,10303133130,COMAV-UPV,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",not applicable,SRX4183244,Nicaragua,North America,Nicaragua,NextSeq 500,BGV008224,Esther012116_BGV008224,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T04:29:00Z,1,BGV008224,SRP150040,leaf,cerasiforme
SRR7279548,WGS,299,10839797286,PRJNA454805,SAMN09229722,Plant,5101703838,COMAV-UPV,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",not applicable,SRX4183243,Mexico,North America,Mexico,NextSeq 500,BGV012614,Esther012116_BGV012614,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:06:00Z,1,BGV012614,SRP150040,leaf,cerasiforme
SRR7279549,WGS,299,12387717958,PRJNA454805,SAMN09229731,Plant,5467173007,COMAV-UPV,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",not applicable,SRX4183242,Peru,South America,"Peru: Lamas\, Alonso Alvarado",NextSeq 500,BGV013161,Esther012116_BGV013161,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:24:00Z,1,BGV013161,SRP150040,leaf,cerasiforme
SRR7279550,WGS,300,14324544983,PRJNA454805,SAMN09229683,Plant,6546956654,COMAV-UPV,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",not applicable,SRX4183241,Mexico,North America,"Mexico: Ahome\, La Biznaga",NextSeq 500,BGV007931,Esther012116_BGV007931,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:17:00Z,1,BGV007931,SRP150040,leaf,cerasiforme
SRR7279551,WGS,299,17011736483,PRJNA454805,SAMN09229725,Plant,7498424289,COMAV-UPV,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",not applicable,SRX4183240,Colombia,South America,Colombia,NextSeq 500,BGV012626,Esther012116_BGV012626,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:28:00Z,1,BGV012626,SRP150040,leaf,cerasiforme
SRR7279552,WGS,299,12035692977,PRJNA454805,SAMN09229723,Plant,5746597487,COMAV-UPV,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",not applicable,SRX4183239,Colombia,South America,Colombia,NextSeq 500,BGV012615,Esther012116_BGV012615,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:14:00Z,1,BGV012615,SRP150040,leaf,cerasiforme
SRR7279553,WGS,300,9519022301,PRJNA454805,SAMN09229677,Plant,4478813051,COMAV-UPV,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,SRX4183238,Mexico,North America,"Mexico: Aquismon\, Palo de Arco",NextSeq 500,BGV007910,Esther012116_BGV007910,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:02:00Z,1,BGV007910,SRP150040,leaf,cerasiforme
SRR7279554,WGS,300,7926877083,PRJNA454805,SAMN09229619,Plant,3584295046,COMAV-UPV,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",not applicable,SRX4183237,Ecuador,South America,"Ecuador: Tena\, Puerto Napo",NextSeq 500,BGV006779,Esther010816_BGV006779,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:18:00Z,1,BGV006779,SRP150040,leaf,cerasiforme
SRR7279555,WGS,299,26899605104,PRJNA454805,SAMN09229727,Plant,12205185768,COMAV-UPV,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",not applicable,SRX4183236,Ecuador,South America,"Ecuador: Guayaquil\, Puna",NextSeq 500,BGV012639,Esther012116_BGV012639,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T04:17:00Z,1,BGV012639,SRP150040,leaf,cerasiforme
SRR7279556,WGS,300,12777371127,PRJNA454805,SAMN09229684,Plant,5841526205,COMAV-UPV,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",not applicable,SRX4183235,Mexico,North America,"Mexico: Tecuala\, Tecuala",NextSeq 500,BGV007933,Esther012116_BGV007933,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:47:00Z,1,BGV007933,SRP150040,leaf,cerasiforme
SRR7279557,WGS,300,3625165200,PRJNA454805,SAMN09229704,Plant,1920826214,COMAV-UPV,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,SRX4183234,Peru,South America,"Peru: Lamas\, Pinto Recodo",NextSeq 500,BGV008096,Esther3250_2015_10_12_BGV008096,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T02:49:00Z,1,BGV008096,SRP150040,leaf,cerasiforme
SRR7279558,WGS,300,5374751700,PRJNA454805,SAMN09229692,Plant,2893982219,COMAV-UPV,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",not applicable,SRX4183233,Peru,South America,"Peru: Satipo\, Satipo",NextSeq 500,BGV008036,Esther3250_2015_10_12_BGV008036,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:08:00Z,1,BGV008036,SRP150040,leaf,cerasiforme
SRR7279559,WGS,300,3152574600,PRJNA454805,SAMN09229706,Plant,1691201599,COMAV-UPV,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",not applicable,SRX4183232,Peru,South America,"Peru: Bongora\, Jumbilla",NextSeq 500,BGV008100,Esther3250_2015_10_12_BGV008100,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T02:58:00Z,1,BGV008100,SRP150040,leaf,cerasiforme
SRR7279560,WGS,300,2480816700,PRJNA454805,SAMN09229701,Plant,1341203105,COMAV-UPV,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",not applicable,SRX4183231,Mexico,North America,Mexico: Rio Tamesi,NextSeq 500,BGV008070,Esther3250_2015_10_12_BGV008070,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T02:57:00Z,1,BGV008070,SRP150040,leaf,cerasiforme
SRR7279561,WGS,300,8105388600,PRJNA454805,SAMN09229691,Plant,4341049344,COMAV-UPV,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,SRX4183230,Peru,South America,"Peru: La Convencion\, Huayopata",NextSeq 500,BGV007992,Esther3250_2015_10_12_BGV007992,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:01:00Z,1,BGV007992,SRP150040,leaf,cerasiforme
SRR7279562,WGS,300,3189393300,PRJNA454805,SAMN09229702,Plant,1695439644,COMAV-UPV,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,SRX4183229,Peru,South America,"Peru: Islay\, Dean Valdivia",NextSeq 500,BGV008077,Esther3250_2015_10_12_BGV008077,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T02:47:00Z,1,BGV008077,SRP150040,leaf,cerasiforme
SRR7279563,WGS,300,3077827500,PRJNA454805,SAMN09229700,Plant,1638056388,COMAV-UPV,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,SRX4183228,Mexico,North America,Mexico: Acapulco de Juarez,NextSeq 500,BGV008067,Esther3250_2015_10_12_BGV008067,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T02:46:00Z,1,BGV008067,SRP150040,leaf,cerasiforme
SRR7279564,WGS,300,5225500800,PRJNA454805,SAMN09229690,Plant,2809631079,COMAV-UPV,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",not applicable,SRX4183227,Peru,South America,"Peru: Abancay\, Abancay",NextSeq 500,BGV007990,Esther3250_2015_10_12_BGV007990,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T02:54:00Z,1,BGV007990,SRP150040,leaf,cerasiforme
SRR7279565,WGS,300,6209038800,PRJNA454805,SAMN09229687,Plant,3337693760,COMAV-UPV,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",not applicable,SRX4183226,Mexico,North America,"Mexico: Tekax\, Tekax",NextSeq 500,BGV007936,Esther3250_2015_10_12_BGV007936,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T02:58:00Z,1,BGV007936,SRP150040,leaf,
SRR7279566,WGS,300,2190181200,PRJNA454805,SAMN09229705,Plant,1159066993,COMAV-UPV,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",not applicable,SRX4183225,Peru,South America,"Peru: Lamas\, Tabalosos",NextSeq 500,BGV008098,Esther3250_2015_10_12_BGV008098,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T02:45:00Z,1,BGV008098,SRP150040,leaf,cerasiforme
SRR7279567,WGS,300,37556220318,PRJNA454805,SAMN09229633,Plant,17054005785,COMAV-UPV,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,SRX4183224,Ecuador,South America,"Ecuador: Logrono\, Logrono",NextSeq 500,BGV006906,Esther010816_BGV006906,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T04:55:00Z,1,BGV006906,SRP150040,leaf,cerasiforme
SRR7279568,WGS,300,13583564724,PRJNA454805,SAMN09229625,Plant,6135748363,COMAV-UPV,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",not applicable,SRX4183223,Ecuador,South America,"Ecuador: Pastaza\, Simon Bolivar",NextSeq 500,BGV006859,Esther010816_BGV006859,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:16:00Z,1,BGV006859,SRP150040,leaf,cerasiforme
SRR7279569,WGS,299,15025238688,PRJNA454805,SAMN09229736,Plant,6754907113,COMAV-UPV,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",not applicable,SRX4183222,Peru,South America,Peru:San martin,NextSeq 500,BGV014515,Esther012116_BGV014515,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:19:00Z,1,BGV014515,SRP150040,leaf,cerasiforme
SRR7279570,WGS,299,5389461777,PRJNA454805,SAMN09229729,Plant,2367060205,COMAV-UPV,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",not applicable,SRX4183221,Costa Rica,North America,Costa Rica: Turrialba,NextSeq 500,BGV013134,Esther012116_BGV013134,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:17:00Z,1,BGV013134,SRP150040,leaf,cerasiforme
SRR7279571,WGS,299,15422033509,PRJNA454805,SAMN09229717,Plant,7291819940,COMAV-UPV,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",not applicable,SRX4183220,El Salvador,North America,El Salvador,NextSeq 500,BGV008345,Esther012116_BGV008345,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:24:00Z,1,BGV008345,SRP150040,leaf,cerasiforme
SRR7279572,WGS,300,14203506375,PRJNA454805,SAMN09229685,Plant,6607679427,COMAV-UPV,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",not applicable,SRX4183219,Mexico,North America,"Mexico: Santiago Ixcuintla\, Sentispac",NextSeq 500,BGV007934,Esther012116_BGV007934,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:35:00Z,1,BGV007934,SRP150040,leaf,cerasiforme
SRR7279573,WGS,299,10797900699,PRJNA454805,SAMN09229735,Plant,4750099608,COMAV-UPV,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,SRX4183218,Peru,South America,Peru:San martin,NextSeq 500,BGV014514,Esther012116_BGV014514,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T04:07:00Z,1,BGV014514,SRP150040,leaf,cerasiforme
SRR7279574,WGS,299,11959758769,PRJNA454805,SAMN09229714,Plant,5739200941,COMAV-UPV,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",not applicable,SRX4183217,Honduras,North America,Honduras,NextSeq 500,BGV008223,Esther012116_BGV008223,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:43:00Z,1,BGV008223,SRP150040,leaf,cerasiforme
SRR7279575,WGS,300,6958020200,PRJNA454805,SAMN09229675,Plant,3185282421,COMAV-UPV,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",not applicable,SRX4183216,Mexico,North America,"Mexico: Huejutla de Reyes\, Tehuetlan",NextSeq 500,BGV007908,Esther012116_BGV007908,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:23:00Z,1,BGV007908,SRP150040,leaf,cerasiforme
SRR7279576,WGS,299,16391585185,PRJNA454805,SAMN09229720,Plant,7712774370,COMAV-UPV,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",not applicable,SRX4183215,Costa Rica,North America,Costa Rica: Desamparados,NextSeq 500,BGV008354,Esther012116_BGV008354,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:33:00Z,1,BGV008354,SRP150040,leaf,cerasiforme
SRR7279577,WGS,300,7248616200,PRJNA454805,SAMN09229687,Plant,4827862291,COMAV-UPV,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",not applicable,SRX4183214,Mexico,North America,"Mexico: Tekax\, Tekax",NextSeq 500,BGV007936,Esther3157_2015_08_28_BGV007936_L2,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:16:00Z,1,BGV007936,SRP150040,leaf,
SRR7279578,WGS,300,14012295361,PRJNA454805,SAMN09229686,Plant,6390759454,COMAV-UPV,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,SRX4183213,Mexico,North America,"Mexico: Santiago Ixcuintla\, Sentispac",NextSeq 500,BGV007935,Esther012116_BGV007935,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T04:20:00Z,1,BGV007935,SRP150040,leaf,cerasiforme
SRR7279579,WGS,300,14061694231,PRJNA454805,SAMN09229681,Plant,6432336892,COMAV-UPV,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",not applicable,SRX4183212,Mexico,North America,"Mexico: Pinal de Amoles\, Ahuacatlan",NextSeq 500,BGV007921,Esther012116_BGV007921,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:16:00Z,1,BGV007921,SRP150040,leaf,cerasiforme
SRR7279580,WGS,299,8601684867,PRJNA454805,SAMN09229609,Plant,3823535603,COMAV-UPV,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",not applicable,SRX4183211,Peru,South America,"Peru: Lambayeque\, Olmos",NextSeq 500,BGV006363,Esther052516_BGV006363,PAIRED,RANDOM PCR,GENOMIC,Solanum pimpinellifolium,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T02:59:00Z,1,BGV006363,SRP150040,leaf,
SRR7279581,WGS,300,12152603058,PRJNA454805,SAMN09229665,Plant,5512232593,COMAV-UPV,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",not applicable,SRX4183210,Mexico,North America,"Mexico: Oxkutzcab\, Oxkutzcab",NextSeq 500,BGV007872,Esther052516_BGV007872,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:13:00Z,1,BGV007872,SRP150040,leaf,
SRR7279582,WGS,300,9798739800,PRJNA454805,SAMN09229689,Plant,6587485453,COMAV-UPV,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",not applicable,SRX4183209,Peru,South America,"Peru: Abancay\, Abancay",NextSeq 500,BGV007989,Esther3157_2015_08_28_BGV007989_L2,PAIRED,RANDOM PCR,GENOMIC,Solanum lycopersicum var. cerasiforme,ILLUMINA,2018-06-08T00:00:00Z,2018-06-08T03:00:00Z,1,BGV007989,SRP150040,leaf,cerasiforme
